,prevailing_wage_status,low_income_units,middle_income_units,moderate_income_units,extremely_low_income_units,very_low_income_units,project_id
526,Non Prevailing Wage,0,3,0,0,0,70510
527,Non Prevailing Wage,0,8,0,0,0,70508
528,Non Prevailing Wage,0,10,0,0,0,70507
529,Non Prevailing Wage,1,0,0,0,0,70377
530,Non Prevailing Wage,1,0,0,0,0,70399
531,Non Prevailing Wage,0,6,0,0,0,70506
532,Non Prevailing Wage,0,6,0,0,0,70505
533,Non Prevailing Wage,0,7,0,0,0,70503
534,Non Prevailing Wage,0,10,0,0,0,70504
535,Non Prevailing Wage,13,49,13,0,0,67510
536,Non Prevailing Wage,0,3,0,0,0,70502
537,Non Prevailing Wage,18,0,149,314,9,66212
538,Non Prevailing Wage,27,0,0,44,0,68497
539,Non Prevailing Wage,28,0,0,57,35,70540
540,Non Prevailing Wage,2,0,0,0,0,70023
541,Non Prevailing Wage,5,0,0,25,6,70023
542,Non Prevailing Wage,2,0,0,4,2,70023
543,Non Prevailing Wage,1,0,0,1,0,70023
544,Non Prevailing Wage,2,0,0,19,2,70023
545,Non Prevailing Wage,5,0,0,21,6,70023
546,Non Prevailing Wage,1,0,0,10,0,70023
547,Non Prevailing Wage,1,0,0,7,3,70023
548,Non Prevailing Wage,3,0,0,4,2,70023
549,Non Prevailing Wage,1,0,0,6,1,70023
550,Non Prevailing Wage,2,0,0,6,4,70023
551,Non Prevailing Wage,1,0,0,9,6,70023
552,Non Prevailing Wage,2,0,0,13,0,70023
553,Non Prevailing Wage,2,0,0,12,2,70023
554,Non Prevailing Wage,0,0,0,8,2,70023
555,Non Prevailing Wage,3,0,0,5,2,70023
556,Non Prevailing Wage,403,57,0,0,0,70543
557,Non Prevailing Wage,1,0,0,0,0,70379
558,Prevailing Wage,1,0,0,0,0,70393
559,Non Prevailing Wage,1,0,0,0,0,70398
560,Non Prevailing Wage,1,0,0,0,0,70400
561,Prevailing Wage,0,0,0,77,0,68496
562,Non Prevailing Wage,1,0,4,8,0,69490
563,Non Prevailing Wage,3,0,2,4,0,69490
564,Non Prevailing Wage,1,0,2,5,1,69490
565,Non Prevailing Wage,0,0,1,7,1,69490
566,Non Prevailing Wage,0,0,3,4,2,69490
567,Non Prevailing Wage,1,0,3,5,0,69490
568,Non Prevailing Wage,9,0,4,0,0,69490
569,Non Prevailing Wage,3,0,1,7,2,69490
570,Non Prevailing Wage,2,0,2,4,0,69490
571,Non Prevailing Wage,1,0,4,2,0,69490
572,Non Prevailing Wage,4,0,4,0,0,69490
573,Non Prevailing Wage,0,0,3,6,1,69490
574,Non Prevailing Wage,6,0,6,1,2,69490
575,Non Prevailing Wage,2,0,6,4,1,69490
576,Non Prevailing Wage,1,0,3,4,0,69490
577,Non Prevailing Wage,3,0,4,5,1,69490
578,Non Prevailing Wage,0,0,3,3,0,69490
579,Non Prevailing Wage,0,0,5,2,1,69490
580,Non Prevailing Wage,1,0,1,6,0,69490
581,Non Prevailing Wage,1,0,6,11,0,69490
582,Non Prevailing Wage,2,0,8,1,0,69490
583,Non Prevailing Wage,0,0,4,5,0,69490
584,Non Prevailing Wage,1,0,3,4,0,69490
585,Non Prevailing Wage,2,0,2,3,1,69490
586,Non Prevailing Wage,1,0,6,1,0,69490
587,Non Prevailing Wage,2,0,1,6,0,69490
588,Non Prevailing Wage,0,0,1,10,0,69490
589,Non Prevailing Wage,0,0,5,4,0,69490
590,Non Prevailing Wage,3,0,4,2,2,69490
591,Non Prevailing Wage,0,0,6,6,2,69490
592,Non Prevailing Wage,1,0,6,6,1,69490
593,Non Prevailing Wage,1,0,6,3,0,69490
594,Non Prevailing Wage,0,0,4,4,0,69490
595,Non Prevailing Wage,0,0,6,4,0,69490
596,Non Prevailing Wage,0,0,10,3,0,69490
597,Non Prevailing Wage,1,0,5,3,0,69490
598,Non Prevailing Wage,1,0,4,5,0,69490
599,Non Prevailing Wage,2,0,3,10,0,69490
600,Non Prevailing Wage,2,0,6,7,0,69490
601,Non Prevailing Wage,4,0,3,7,1,69490
602,Non Prevailing Wage,2,0,3,9,1,69490
603,Non Prevailing Wage,3,0,3,4,0,69490
604,Non Prevailing Wage,0,0,1,3,2,69490
605,Non Prevailing Wage,1,0,2,2,0,69490
606,Non Prevailing Wage,2,0,15,1,2,69490
607,Non Prevailing Wage,1,0,6,5,0,69490
608,Non Prevailing Wage,0,0,6,3,1,69490
609,Non Prevailing Wage,0,0,8,1,1,69490
610,Non Prevailing Wage,96,0,0,0,0,68859
611,Non Prevailing Wage,3,1,2,0,3,68405
612,Non Prevailing Wage,8,0,1,0,6,68405
613,Non Prevailing Wage,2,0,0,0,5,68405
614,Non Prevailing Wage,41,0,2,4,14,68296
615,Non Prevailing Wage,40,0,1,6,9,68296
616,Non Prevailing Wage,0,8,0,0,0,70501
617,Non Prevailing Wage,1,0,0,0,0,70378
618,Non Prevailing Wage,17,0,0,7,36,68351
619,Non Prevailing Wage,0,3,0,0,0,70500
620,Non Prevailing Wage,0,7,0,0,0,70496
621,Non Prevailing Wage,19,0,3,15,14,51175
622,Non Prevailing Wage,1,0,0,0,0,70375
623,Non Prevailing Wage,0,0,16,0,0,70499
624,Non Prevailing Wage,0,37,0,0,0,70567
625,Non Prevailing Wage,0,0,8,0,0,58479
626,Non Prevailing Wage,0,0,8,0,0,58479
627,Non Prevailing Wage,0,0,8,0,0,58479
628,Non Prevailing Wage,0,0,8,0,0,58479
629,Non Prevailing Wage,0,0,4,0,0,58479
630,Non Prevailing Wage,0,0,4,0,0,58479
631,Non Prevailing Wage,0,0,8,0,0,58479
632,Non Prevailing Wage,0,0,8,0,0,58479
633,Non Prevailing Wage,0,0,8,0,0,58479
634,Non Prevailing Wage,0,0,8,0,0,58479
635,Non Prevailing Wage,14,0,0,0,12,68231
636,Non Prevailing Wage,9,0,0,0,5,68231
637,Non Prevailing Wage,0,6,0,0,0,70274
638,Non Prevailing Wage,27,0,0,0,2,64719
639,Non Prevailing Wage,0,9,0,0,0,70272
640,Non Prevailing Wage,0,34,0,0,0,70273
641,Non Prevailing Wage,9,0,0,4,2,66807
642,Non Prevailing Wage,8,0,0,0,3,66807
643,Non Prevailing Wage,6,0,0,2,7,66807
644,Non Prevailing Wage,0,2,0,0,0,70249
645,Non Prevailing Wage,0,3,0,0,0,70268
646,Non Prevailing Wage,0,15,0,0,0,70269
647,Non Prevailing Wage,0,14,0,0,0,70271
648,Non Prevailing Wage,0,3,0,0,0,70265
649,Non Prevailing Wage,0,5,0,0,0,70266
650,Non Prevailing Wage,0,7,0,0,0,70267
651,Non Prevailing Wage,1,0,0,0,0,70305
652,Non Prevailing Wage,0,14,0,0,0,70263
653,Non Prevailing Wage,0,5,0,0,0,70264
654,Non Prevailing Wage,0,3,0,0,0,70261
655,Non Prevailing Wage,0,28,0,0,0,70262
656,Non Prevailing Wage,0,12,0,0,0,70260
657,Non Prevailing Wage,1,0,0,0,0,70308
658,Non Prevailing Wage,26,0,0,40,0,68781
659,Non Prevailing Wage,0,7,0,0,0,70258
660,Non Prevailing Wage,0,5,0,0,0,70259
661,Non Prevailing Wage,24,11,0,0,0,70256
662,Non Prevailing Wage,0,3,0,0,0,70257
663,Non Prevailing Wage,0,13,0,0,0,70253
664,Non Prevailing Wage,0,3,0,0,0,70254
665,Non Prevailing Wage,0,9,0,0,0,70255
666,Non Prevailing Wage,0,3,0,0,0,70252
667,Non Prevailing Wage,0,3,0,0,0,70251
668,Non Prevailing Wage,0,3,0,0,0,70250
669,Non Prevailing Wage,0,3,0,0,0,70248
670,Non Prevailing Wage,0,3,0,0,0,70248
671,Non Prevailing Wage,0,3,0,0,0,70247
672,Non Prevailing Wage,0,12,0,0,0,70246
673,Non Prevailing Wage,0,3,0,0,0,70244
674,Non Prevailing Wage,0,3,0,0,0,70245
675,Non Prevailing Wage,1,0,0,0,0,70190
676,Non Prevailing Wage,0,3,0,0,0,70243
677,Non Prevailing Wage,3,0,0,0,0,70241
678,Non Prevailing Wage,0,3,0,0,0,70242
679,Non Prevailing Wage,1,0,0,0,0,70185
680,Prevailing Wage,0,0,0,163,0,67720
681,Non Prevailing Wage,0,37,0,0,0,70240
682,Non Prevailing Wage,117,0,0,60,58,64383
683,Non Prevailing Wage,0,3,0,0,0,70239
684,Non Prevailing Wage,26,0,0,0,14,68111
685,Non Prevailing Wage,0,108,0,0,0,70238
686,Non Prevailing Wage,0,129,0,0,0,70237
687,Non Prevailing Wage,0,5,0,0,0,70236
688,Non Prevailing Wage,0,8,0,0,0,70235
689,Non Prevailing Wage,44,0,15,18,17,63799
690,Non Prevailing Wage,15,0,0,0,0,70568
691,Non Prevailing Wage,1,0,0,17,6,68191
692,Non Prevailing Wage,0,0,0,6,12,68191
693,Non Prevailing Wage,2,0,0,10,11,68191
694,Non Prevailing Wage,1,0,0,7,11,68191
695,Non Prevailing Wage,0,0,0,1,16,68191
696,Non Prevailing Wage,1,0,0,10,8,68191
697,Non Prevailing Wage,3,0,0,8,4,68191
698,Non Prevailing Wage,0,0,0,2,15,68191
699,Non Prevailing Wage,16,0,0,43,11,63933
700,Non Prevailing Wage,84,0,0,18,68,70539
701,Non Prevailing Wage,0,0,0,78,1,68444
702,Non Prevailing Wage,1,0,0,0,0,70119
703,Non Prevailing Wage,54,0,0,0,1,69286
704,Non Prevailing Wage,46,0,3,0,7,69286
705,Non Prevailing Wage,5,30,15,0,0,65503
706,Non Prevailing Wage,12,62,32,0,0,65503
707,Non Prevailing Wage,0,3,0,0,0,70016
708,Non Prevailing Wage,0,7,0,0,0,70017
709,Non Prevailing Wage,0,40,0,0,0,70018
710,Non Prevailing Wage,2,0,0,0,0,70021
711,Non Prevailing Wage,1,0,0,0,0,70022
712,Non Prevailing Wage,0,0,0,1,0,70026
713,Non Prevailing Wage,2,0,0,0,0,70027
714,Non Prevailing Wage,1,0,0,0,0,70029
715,Non Prevailing Wage,0,0,0,0,2,70030
716,Non Prevailing Wage,0,0,1,0,0,70031
717,Non Prevailing Wage,0,0,2,0,0,70033
718,Non Prevailing Wage,1,0,0,0,0,70034
719,Non Prevailing Wage,0,0,0,1,0,70036
720,Non Prevailing Wage,0,0,0,2,0,70038
721,Non Prevailing Wage,1,0,0,0,0,70040
722,Non Prevailing Wage,0,0,2,0,0,70041
723,Non Prevailing Wage,1,0,0,0,0,70043
724,Non Prevailing Wage,0,0,0,0,1,70047
725,Non Prevailing Wage,2,0,0,0,0,70055
726,Non Prevailing Wage,0,5,0,0,0,70006
727,Non Prevailing Wage,0,2,0,0,0,70007
728,Non Prevailing Wage,2,0,0,0,0,70008
729,Non Prevailing Wage,0,3,0,0,0,70004
730,Non Prevailing Wage,0,3,0,0,0,70002
731,Non Prevailing Wage,0,2,0,0,0,70003
732,Non Prevailing Wage,0,0,0,21,0,68410
733,Non Prevailing Wage,1,0,0,0,0,69945
734,Non Prevailing Wage,0,3,0,0,0,70000
735,Non Prevailing Wage,0,3,0,0,0,70001
736,Non Prevailing Wage,0,3,0,0,0,70001
737,Non Prevailing Wage,1,0,0,0,0,69943
738,Non Prevailing Wage,0,8,0,0,0,69998
739,Non Prevailing Wage,0,3,0,0,0,69999
740,Non Prevailing Wage,0,3,0,0,0,69997
741,Non Prevailing Wage,0,3,0,0,0,69997
742,Non Prevailing Wage,0,8,0,0,0,69996
743,Non Prevailing Wage,0,3,0,0,0,69995
744,Non Prevailing Wage,1,0,0,0,0,69941
745,Non Prevailing Wage,0,4,0,0,0,69994
746,Prevailing Wage,0,0,0,102,0,67691
747,Non Prevailing Wage,0,3,0,0,0,69992
748,Non Prevailing Wage,0,13,0,0,0,69993
749,Non Prevailing Wage,0,14,0,0,0,69990
750,Non Prevailing Wage,0,2,0,0,0,69991
751,Non Prevailing Wage,0,3,0,0,0,69991
752,Non Prevailing Wage,0,3,0,0,0,69988
753,Non Prevailing Wage,0,5,0,0,0,69989
754,Non Prevailing Wage,1,0,0,0,0,69942
755,Non Prevailing Wage,0,3,0,0,0,69987
756,Non Prevailing Wage,0,3,0,0,0,69987
757,Non Prevailing Wage,0,8,0,0,0,69986
758,Non Prevailing Wage,0,3,0,0,0,69984
759,Non Prevailing Wage,0,3,0,0,0,69984
760,Non Prevailing Wage,0,3,0,0,0,69985
761,Non Prevailing Wage,0,3,0,0,0,69982
762,Non Prevailing Wage,0,8,0,0,0,69983
763,Non Prevailing Wage,0,16,0,0,0,69980
764,Non Prevailing Wage,0,3,0,0,0,69981
765,Non Prevailing Wage,0,7,0,0,0,69978
766,Non Prevailing Wage,0,5,0,0,0,69979
767,Non Prevailing Wage,0,3,0,0,0,69977
768,Non Prevailing Wage,0,3,0,0,0,69975
769,Non Prevailing Wage,0,10,0,0,0,69976
770,Non Prevailing Wage,0,4,0,0,0,69974
771,Non Prevailing Wage,0,5,0,0,0,69973
772,Non Prevailing Wage,0,3,0,0,0,69972
773,Non Prevailing Wage,0,3,0,0,0,69971
774,Non Prevailing Wage,0,3,0,0,0,69969
775,Non Prevailing Wage,0,5,0,0,0,69970
776,Non Prevailing Wage,0,15,0,0,0,69967
777,Non Prevailing Wage,0,21,0,0,0,69968
778,Non Prevailing Wage,19,0,0,0,0,68921
779,Non Prevailing Wage,0,9,0,0,0,69965
780,Non Prevailing Wage,0,9,0,0,0,69966
781,Non Prevailing Wage,0,4,0,0,0,69963
782,Non Prevailing Wage,0,3,0,0,0,69964
783,Non Prevailing Wage,34,0,0,0,0,69361
784,Non Prevailing Wage,0,3,0,0,0,69962
785,Non Prevailing Wage,0,7,0,0,0,69961
786,Non Prevailing Wage,0,3,0,0,0,69960
787,Non Prevailing Wage,0,3,0,0,0,69958
788,Non Prevailing Wage,0,3,0,0,0,69959
789,Non Prevailing Wage,0,3,0,0,0,69959
790,Non Prevailing Wage,0,3,0,0,0,69956
791,Non Prevailing Wage,0,31,0,0,0,69957
792,Non Prevailing Wage,0,3,0,0,0,69954
793,Non Prevailing Wage,0,3,0,0,0,69954
794,Non Prevailing Wage,0,3,0,0,0,69954
795,Non Prevailing Wage,0,13,0,0,0,69955
796,Non Prevailing Wage,0,33,0,0,0,69953
797,Non Prevailing Wage,0,2,0,0,0,69952
798,Non Prevailing Wage,0,7,0,0,0,69950
799,Non Prevailing Wage,0,6,0,0,0,69951
800,Non Prevailing Wage,0,9,0,0,0,69948
801,Non Prevailing Wage,0,3,0,0,0,69949
802,Non Prevailing Wage,99,0,20,0,2,66574
803,Non Prevailing Wage,8,0,3,1,4,67896
804,Non Prevailing Wage,8,0,3,1,4,67896
805,Non Prevailing Wage,28,0,32,0,6,67896
806,Non Prevailing Wage,58,6,40,0,38,67896
807,Non Prevailing Wage,12,0,10,0,12,67896
808,Non Prevailing Wage,12,0,10,0,12,67896
809,Non Prevailing Wage,9,0,11,0,11,67896
810,Non Prevailing Wage,19,0,21,0,1,67896
811,Non Prevailing Wage,0,0,0,0,4,64390
812,Non Prevailing Wage,0,0,0,0,10,64390
813,Non Prevailing Wage,0,0,0,15,1,64390
814,Non Prevailing Wage,0,0,0,14,3,64390
815,Non Prevailing Wage,0,0,0,17,1,64390
816,Non Prevailing Wage,0,0,0,10,3,64390
817,Non Prevailing Wage,0,0,0,6,9,64390
818,Non Prevailing Wage,0,0,0,13,0,64390
819,Non Prevailing Wage,0,0,0,2,17,64390
820,Non Prevailing Wage,0,0,0,13,4,64390
821,Non Prevailing Wage,0,0,0,12,3,64390
822,Non Prevailing Wage,0,0,0,12,10,64390
823,Non Prevailing Wage,0,0,0,7,11,64390
824,Non Prevailing Wage,0,0,0,13,1,64390
825,Non Prevailing Wage,0,0,0,13,4,64390
826,Non Prevailing Wage,0,0,0,20,2,64390
827,Non Prevailing Wage,0,0,0,2,11,64390
828,Non Prevailing Wage,0,0,0,20,0,64390
829,Non Prevailing Wage,0,0,0,11,8,64390
830,Non Prevailing Wage,0,0,0,0,15,64390
831,Non Prevailing Wage,0,0,0,3,7,64390
832,Non Prevailing Wage,94,0,0,10,55,70538
833,Non Prevailing Wage,0,0,0,0,52,68530
834,Non Prevailing Wage,34,0,0,0,116,68530
835,Non Prevailing Wage,126,0,0,0,258,68530
836,Non Prevailing Wage,123,0,0,0,261,68530
837,Non Prevailing Wage,125,0,0,0,259,68530
838,Non Prevailing Wage,44,0,0,0,163,68530
839,Non Prevailing Wage,57,0,0,0,118,68530
840,Non Prevailing Wage,39,0,0,0,168,68530
841,Non Prevailing Wage,52,0,0,0,155,68530
842,Non Prevailing Wage,61,0,0,0,114,68530
843,Non Prevailing Wage,124,0,0,0,260,68530
844,Non Prevailing Wage,126,0,0,0,258,68530
845,Non Prevailing Wage,121,0,0,0,263,68530
846,Non Prevailing Wage,65,0,0,0,110,68530
847,Non Prevailing Wage,122,0,0,0,262,68530
848,Non Prevailing Wage,123,0,0,0,261,68530
849,Non Prevailing Wage,126,0,0,0,258,68530
850,Non Prevailing Wage,52,0,0,0,155,68530
851,Non Prevailing Wage,54,0,0,0,153,68530
852,Non Prevailing Wage,68,0,0,0,107,68530
853,Non Prevailing Wage,63,0,0,0,112,68530
854,Non Prevailing Wage,120,0,0,0,264,68530
855,Non Prevailing Wage,117,0,0,0,267,68530
856,Non Prevailing Wage,116,0,0,0,268,68530
857,Non Prevailing Wage,67,0,0,0,108,68530
858,Non Prevailing Wage,56,0,0,0,151,68530
859,Non Prevailing Wage,51,0,0,0,156,68530
860,Non Prevailing Wage,0,0,0,0,18,68530
861,Non Prevailing Wage,0,0,0,0,36,68530
862,Non Prevailing Wage,0,0,0,0,26,68530
863,Non Prevailing Wage,0,0,0,0,38,68530
864,Non Prevailing Wage,56,0,0,0,119,68530
865,Non Prevailing Wage,61,0,0,0,114,68530
866,Non Prevailing Wage,126,0,0,0,258,68530
867,Non Prevailing Wage,52,0,0,0,0,68530
868,Non Prevailing Wage,50,0,0,0,125,68530
869,Non Prevailing Wage,38,0,0,0,112,68530
870,Non Prevailing Wage,56,0,0,0,119,68530
871,Non Prevailing Wage,46,0,0,0,104,68530
872,Non Prevailing Wage,59,0,0,0,116,68530
873,Non Prevailing Wage,53,0,0,0,122,68530
874,Non Prevailing Wage,60,0,0,0,115,68530
875,Non Prevailing Wage,127,0,0,0,257,68530
876,Non Prevailing Wage,124,0,0,0,260,68530
877,Non Prevailing Wage,41,0,0,0,166,68530
878,Non Prevailing Wage,40,0,0,0,110,68530
879,Non Prevailing Wage,40,0,0,0,167,68530
880,Non Prevailing Wage,56,0,0,0,119,68530
881,Non Prevailing Wage,54,0,0,0,153,68530
882,Non Prevailing Wage,44,0,0,0,163,68530
883,Non Prevailing Wage,32,0,0,0,0,68530
884,Non Prevailing Wage,0,0,0,0,32,68530
885,Non Prevailing Wage,45,0,0,0,162,68530
886,Non Prevailing Wage,36,0,0,0,0,68530
887,Non Prevailing Wage,38,0,0,0,0,68530
888,Non Prevailing Wage,26,0,0,0,0,68530
889,Non Prevailing Wage,18,0,0,0,0,68530
890,Non Prevailing Wage,34,0,0,0,0,68530
891,Non Prevailing Wage,0,0,0,0,34,68530
892,Non Prevailing Wage,45,0,0,0,105,68530
893,Non Prevailing Wage,61,0,0,0,114,68530
894,Non Prevailing Wage,46,0,0,0,104,68530
895,Non Prevailing Wage,58,0,0,0,117,68530
896,Non Prevailing Wage,56,0,0,0,151,68530
897,Non Prevailing Wage,43,0,0,0,164,68530
898,Non Prevailing Wage,51,0,0,0,156,68530
899,Non Prevailing Wage,55,0,0,0,152,68530
900,Non Prevailing Wage,62,0,0,0,145,68530
901,Non Prevailing Wage,59,0,0,0,148,68530
902,Non Prevailing Wage,55,0,0,0,95,68530
903,Non Prevailing Wage,69,0,0,0,106,68530
904,Non Prevailing Wage,51,0,0,0,156,68530
905,Non Prevailing Wage,61,0,0,0,89,68530
906,Non Prevailing Wage,67,0,0,0,108,68530
907,Non Prevailing Wage,57,0,0,0,93,68530
908,Non Prevailing Wage,64,0,0,0,111,68530
909,Non Prevailing Wage,57,0,0,0,93,68530
910,Non Prevailing Wage,61,0,0,0,114,68530
911,Non Prevailing Wage,60,0,0,0,147,68530
912,Non Prevailing Wage,0,16,0,0,0,69757
913,Non Prevailing Wage,0,3,0,0,0,69756
914,Non Prevailing Wage,0,2,0,0,0,69755
915,Non Prevailing Wage,0,3,0,0,0,69775
916,Non Prevailing Wage,0,11,0,0,0,69754
917,Non Prevailing Wage,0,2,0,0,0,69753
918,Non Prevailing Wage,0,3,0,0,0,69752
919,Non Prevailing Wage,0,3,0,0,0,69750
920,Non Prevailing Wage,0,3,0,0,0,69751
921,Non Prevailing Wage,0,9,0,0,0,69749
922,Non Prevailing Wage,0,4,0,0,0,69748
923,Non Prevailing Wage,1,0,0,0,0,69800
924,Non Prevailing Wage,1,0,0,0,0,69801
925,Non Prevailing Wage,0,2,0,0,0,69747
926,Non Prevailing Wage,0,6,0,0,0,69746
927,Non Prevailing Wage,1,0,0,0,0,69666
928,Non Prevailing Wage,1,0,0,0,0,69668
929,Non Prevailing Wage,7,0,0,0,0,69745
930,Non Prevailing Wage,0,3,0,0,0,69744
931,Non Prevailing Wage,0,4,0,0,0,69743
932,Non Prevailing Wage,0,0,0,0,1,69672
933,Non Prevailing Wage,1,0,0,0,0,69673
934,Non Prevailing Wage,0,2,1,0,0,69741
935,Non Prevailing Wage,0,3,0,0,0,69742
936,Non Prevailing Wage,0,5,0,0,0,69736
937,Non Prevailing Wage,0,3,0,0,0,69737
938,Non Prevailing Wage,1,0,0,0,0,69670
939,Non Prevailing Wage,1,0,0,0,0,69671
940,Non Prevailing Wage,0,3,0,0,0,69735
941,Non Prevailing Wage,5,0,1,0,0,63326
942,Non Prevailing Wage,0,5,0,0,0,69733
943,Non Prevailing Wage,0,2,0,0,0,69734
944,Non Prevailing Wage,0,2,0,0,0,69734
945,Non Prevailing Wage,0,2,0,0,0,69734
946,Non Prevailing Wage,0,7,0,0,0,69732
947,Non Prevailing Wage,4,0,0,0,0,69740
948,Non Prevailing Wage,0,7,0,0,0,69730
949,Non Prevailing Wage,0,3,0,0,0,69731
950,Non Prevailing Wage,0,6,0,0,0,69731
951,Non Prevailing Wage,0,11,0,0,0,69729
952,Non Prevailing Wage,0,3,0,0,0,69727
953,Non Prevailing Wage,0,6,0,0,0,69728
954,Non Prevailing Wage,0,3,0,0,0,69726
955,Non Prevailing Wage,0,35,19,0,0,69725
956,Non Prevailing Wage,0,3,0,0,0,69723
957,Non Prevailing Wage,0,9,0,0,0,69724
958,Non Prevailing Wage,0,3,0,0,0,69721
959,Non Prevailing Wage,0,75,0,0,0,69722
960,Non Prevailing Wage,0,12,0,0,0,69719
961,Non Prevailing Wage,0,3,0,0,0,69720
962,Non Prevailing Wage,4,0,0,0,0,69551
963,Non Prevailing Wage,0,4,0,0,0,69717
964,Non Prevailing Wage,0,20,0,0,0,69718
965,Non Prevailing Wage,0,8,0,0,0,69715
966,Non Prevailing Wage,0,91,0,0,0,69716
967,Non Prevailing Wage,1,0,0,0,0,69517
968,Non Prevailing Wage,0,12,0,0,0,69713
969,Non Prevailing Wage,0,3,0,0,0,69714
970,Non Prevailing Wage,2,0,0,0,0,69712
971,Non Prevailing Wage,1,0,0,0,0,69518
972,Non Prevailing Wage,0,6,0,0,0,69710
973,Non Prevailing Wage,0,3,0,0,0,69711
974,Non Prevailing Wage,0,2,0,0,0,69707
975,Non Prevailing Wage,0,10,0,0,0,69708
976,Non Prevailing Wage,0,27,0,0,0,69709
977,Non Prevailing Wage,0,3,0,0,0,69705
978,Non Prevailing Wage,0,6,0,0,0,69706
979,Non Prevailing Wage,0,3,0,0,0,69703
980,Non Prevailing Wage,0,3,0,0,0,69704
981,Non Prevailing Wage,44,0,0,0,0,68894
982,Non Prevailing Wage,114,0,0,24,92,67286
983,Non Prevailing Wage,43,0,0,8,34,67286
984,Non Prevailing Wage,2,0,1,49,8,67693
985,Non Prevailing Wage,3,0,4,36,8,67693
986,Non Prevailing Wage,47,0,7,0,4,68188
987,Non Prevailing Wage,18,0,8,2,2,68188
988,Non Prevailing Wage,7,0,0,0,25,68432
989,Non Prevailing Wage,248,0,0,0,46,68432
990,Non Prevailing Wage,265,0,0,3,50,68432
991,Non Prevailing Wage,250,0,0,2,42,68432
992,Non Prevailing Wage,260,0,0,1,33,68432
993,Non Prevailing Wage,261,0,0,0,32,68432
994,Non Prevailing Wage,0,3,0,0,0,69399
995,Non Prevailing Wage,0,0,190,53,163,66720
996,Non Prevailing Wage,0,3,0,0,0,69397
997,Non Prevailing Wage,0,3,0,0,0,69398
998,Non Prevailing Wage,0,3,0,0,0,69398
999,Non Prevailing Wage,0,3,0,0,0,69398
1000,Non Prevailing Wage,0,0,201,0,0,69355
1001,Non Prevailing Wage,0,3,0,0,0,69395
1002,Non Prevailing Wage,0,3,0,0,0,69396
1003,Non Prevailing Wage,0,3,0,0,0,69396
1004,Non Prevailing Wage,96,0,69,56,55,51582
1005,Non Prevailing Wage,55,0,0,104,115,58780
1006,Non Prevailing Wage,80,0,0,18,74,64232
1007,Non Prevailing Wage,46,0,0,7,27,64232
1008,Non Prevailing Wage,21,0,0,1,9,66102
1009,Non Prevailing Wage,22,110,89,66,44,66970
1010,Non Prevailing Wage,35,172,138,104,67,66970
1011,Non Prevailing Wage,112,0,0,23,88,67367
1012,Non Prevailing Wage,59,0,0,51,40,68080
1013,Non Prevailing Wage,1,0,0,0,0,69339
1014,Non Prevailing Wage,0,3,0,0,0,69392
1015,Non Prevailing Wage,0,3,0,0,0,69393
1016,Non Prevailing Wage,37,0,0,57,0,49713
1017,Non Prevailing Wage,2,0,0,1,14,65563
1018,Non Prevailing Wage,0,83,0,0,0,68157
1019,Non Prevailing Wage,76,32,0,0,0,68158
1020,Non Prevailing Wage,0,3,0,0,0,69394
1021,Non Prevailing Wage,10,0,0,0,0,48996
1022,Non Prevailing Wage,0,11,0,0,0,48996
1023,Non Prevailing Wage,57,0,0,9,12,65306
1024,Non Prevailing Wage,30,0,0,1,64,65306
1025,Non Prevailing Wage,96,0,0,148,0,67130
1026,Non Prevailing Wage,28,0,0,90,29,68210
1027,Non Prevailing Wage,84,0,0,9,80,69184
1028,Non Prevailing Wage,1,0,0,0,0,69338
1029,Non Prevailing Wage,0,3,0,0,0,69391
1030,Non Prevailing Wage,28,0,0,12,12,65582
1031,Non Prevailing Wage,0,0,0,6,126,68542
1032,Non Prevailing Wage,0,0,0,80,1,68267
1033,Non Prevailing Wage,0,12,0,0,0,69390
1034,Non Prevailing Wage,0,11,0,0,0,69389
1035,Non Prevailing Wage,1,0,2,29,3,68526
1036,Non Prevailing Wage,1,0,0,12,2,68526
1037,Non Prevailing Wage,2,0,1,10,0,68526
1038,Non Prevailing Wage,2,0,0,7,3,68526
1039,Non Prevailing Wage,1,0,0,0,0,69336
1040,Non Prevailing Wage,1,0,0,0,0,69337
1041,Non Prevailing Wage,0,6,0,0,0,69388
1042,Non Prevailing Wage,0,9,0,0,0,69419
1043,Non Prevailing Wage,1,0,0,0,0,69334
1044,Non Prevailing Wage,0,0,0,0,1,69335
1045,Non Prevailing Wage,0,2,0,0,0,69387
1046,Non Prevailing Wage,0,0,6,0,0,62057
1047,Non Prevailing Wage,0,0,7,0,0,62057
1048,Non Prevailing Wage,0,0,5,0,0,62057
1049,Non Prevailing Wage,8,0,0,0,7,68079
1050,Non Prevailing Wage,0,3,0,0,0,69386
1051,Non Prevailing Wage,0,3,0,0,0,69385
1052,Non Prevailing Wage,0,0,9,0,0,61840
1053,Non Prevailing Wage,0,0,4,0,0,61840
1054,Non Prevailing Wage,0,0,3,0,0,61840
1055,Non Prevailing Wage,0,0,7,0,0,61840
1056,Non Prevailing Wage,0,0,3,0,0,61840
1057,Non Prevailing Wage,0,0,29,0,0,61840
1058,Non Prevailing Wage,0,8,0,0,0,69384
1059,Non Prevailing Wage,3,0,0,24,19,68810
